Audio:FILE,Text:LABEL
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0154.wav,我 国 房 地 产 市 场 过 去 从 体 偏 紧 部 分 地 区 过 紧 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0155.wav,总 体 偏 松 部 分 地 区 过 剩 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0156.wav,当 供 给 远 快 于 需 求 时 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0157.wav,很 难 出 现 去 年 那 样 的 楼 市 暴 涨 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0158.wav,即 便 是 北 上 广 深 等 供 应 偏 紧 的 一 线 城 市 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0159.wav,也 有 限 购 政 策 在 控 制 需 求 规 模 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0160.wav,从 而 有 利 于 抑 制 楼 市 过 快 上 涨 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0161.wav,楼 市 调 控 供 的 行 政 手 段 宜 减 不 宜 加 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0162.wav,稳 增 长 措 施 需 更 全 面 地 考 虑 化 解 楼 市 风 险 问 题 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0163.wav,楼 市 调 控 将 去 向 何 方 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0164.wav,进 一 步 发 挥 市 场 在 资 源 配 置 中 的 决 定 性 作 用 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0165.wav,楼 市 调 控 的 行 政 手 段 宜 减 不 宜 加 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0166.wav,去 行 政 化 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0167.wav,随 着 市 场 调 整 的 深 入 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0168.wav,一 些 三 线 城 市 取 消 限 购 及 限 贷 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0169.wav,实 施 较 大 幅 度 的 补 贴 政 策 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0170.wav,当 地 新 建 商 品 住 宅 的 房 价 多 在 每 平 方 米 三 四 千 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0171.wav,政 府 出 台 每 平 方 米 补 贴 五 百 元 的 托 市 政 策 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0172.wav,由 于 不 可 能 从 根 本 上 改 变 供 求 关 系 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0173.wav,类 似 的 补 贴 政 策 常 常 是 短 效 刺 激 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0174.wav,会 对 市 场 造 成 新 一 轮 的 干 扰 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0175.wav,安 徽 铜 陵 结 束 了 当 地 契 税 补 贴 政 策 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0176.wav,当 月 住 宅 类 商 品 房 成 交 套 数 骤 跌 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0177.wav,在 经 济 下 行 压 力 加 大 的 背 景 下 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0178.wav,稳 增 长 措 施 需 更 全 面 地 考 虑 化 解 楼 市 风 险 问 题 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0179.wav,国 务 院 发 展 研 究 中 心 市 场 经 济 研 究 所 副 所 长 邓 郁 松 认 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0180.wav,可 能 引 发 房 价 泡 沫 风 险 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0181.wav,在 经 济 增 速 放 缓 阶 段 运 用 货 币 政 策 工 具 时 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0183.wav,基 本 住 房 需 求 得 到 满 足 后 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0184.wav,对 绿 色 高 效 宜 居 的 高 品 质 住 房 需 求 快 速 上 升 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0185.wav,通 过 改 革 和 政 策 调 整 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0186.wav,实 现 我 国 房 地 产 市 场 的 平 稳 运 行 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0187.wav,及 时 发 现 产 业 发 展 中 的 倾 向 性 苗 头 性 问 题 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0188.wav,促 进 战 略 性 新 兴 产 业 健 康 发 展 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0189.wav,有 关 部 门 和 社 会 各 界 积 极 响 应 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0190.wav,采 取 了 一 系 列 的 政 策 措 施 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0191.wav,促 使 我 国 战 略 性 新 兴 产 业 发 展 实 现 了 良 好 开 局 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0192.wav,战 略 性 新 兴 产 业 在 各 地 呈 现 出 集 聚 蓬 勃 发 展 的 态 势 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0193.wav,先 后 出 台 的 战 略 性 新 兴 产 业 的 政 策 措 施 主 要 有 六 项 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0194.wav,在 加 强 宏 观 引 导 方 面 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0195.wav,形 成 了 系 统 完 整 的 规 划 体 系 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0196.wav,明 确 了 发 展 目 标 和 重 点 任 务 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0197.wav,在 加 大 要 素 支 持 方 面 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0198.wav,新 批 复 了 七 只 创 投 基 金 的 设 立 方 案 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0199.wav,吸 引 社 会 资 本 七 亿 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0200.wav,在 加 快 体 制 改 革 方 面 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0201.wav,组 织 了 第 一 批 七 个 地 区 城 市 开 展 三 网 融 合 试 点 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0202.wav,第 二 批 三 网 融 合 试 点 工 作 业 已 启 动 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0203.wav,制 定 了 可 再 生 能 源 电 价 附 加 补 贴 和 配 额 交 易 方 案 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0204.wav,发 改 委 双 节 期 间 重 点 关 注 电 商 促 销 行 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0205.wav,本 报 记 者 王 颖 春 国 家 发 改 委 近 日 发 出 通 知 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0206.wav,相 关 公 司 股 票 走 势 农 产 品 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0207.wav,积 极 防 范 和 妥 善 应 对 市 场 价 格 异 常 波 动 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0208.wav,维 护 正 常 的 市 场 价 格 秩 序 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0209.wav,严 厉 打 击 春 运 期 间 违 规 上 调 票 价 价 外 收 费 等 违 法 行 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0210.wav,切 实 降 低 农 产 品 流 通 成 本 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0211.wav,要 加 强 节 日 期 间 旅 游 市 场 价 格 监 管 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0212.wav,以 及 提 供 服 务 中 的 变 相 涨 价 或 价 格 欺 诈 行 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0213.wav,构 建 良 好 的 旅 游 市 场 环 境 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0214.wav,要 继 续 开 展 商 贸 零 售 领 域 价 格 秩 序 整 治 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0215.wav,重 点 关 注 大 型 电 子 商 务 经 营 者 的 促 销 行 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0216.wav,规 范 降 价 打 折 返 券 赠 送 等 促 销 行 为 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0217.wav,营 造 良 好 的 消 费 环 境 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0218.wav,发 改 委 多 渠 道 筹 集 保 障 房 建 设 资 金 到 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0219.wav,要 加 大 保 障 性 安 居 工 程 建 设 资 计 划 落 实 力 度 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0220.wav,二 零 一 二 年 中 央 进 一 步 加 大 了 资 金 支 持 力 度 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0221.wav,地 方 政 府 也 要 加 大 资 金 筹 措 力 度 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0222.wav,加 强 建 设 资 金 统 筹 和 组 织 实 施 工 作 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0223.wav,确 保 保 障 性 安 居 工 程 年 度 建 设 任 务 的 完 成 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0224.wav,充 分 发 挥 地 方 政 府 融 资 平 台 作 用 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0225.wav,鼓 励 引 导 社 会 力 量 参 与 建 设 保 障 性 住 房 及 配 套 设 施 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0226.wav,尽 快 将 中 央 补 助 投 资 和 省 级 配 套 资 金 分 解 下 达 到 市 县 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0227.wav,二 零 一 二 保 障 房 建 设 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0228.wav,七 千 万 套 保 障 房 多 少 钢 材 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0229.wav,如 何 在 五 天 内 筹 集 到 七 万 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0230.wav,各 地 保 障 房 建 设 的 套 数 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0231.wav,保 障 房 和 水 利 建 设 概 念 股 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0232.wav,发 改 委 将 订 制 战 略 避 免 境 外 投 资 恶 性 竞 争 到 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0233.wav,新 京 报 讯 记 者 钟 晶 晶 发 改 委 昨 日 表 示 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0234.wav,政 府 将 制 订 境 外 投 资 总 体 战 略 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0235.wav,避 免 中 国 企 业 境 外 恶 性 竞 争 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0236.wav,并 鼓 励 企 业 在 境 外 上 市 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0237.wav,加 强 海 外 信 息 监 测 为 企 业 提 供 对 外 投 资 指 导 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0238.wav,形 成 一 批 具 有 国 际 竞 争 力 的 中 国 企 业 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0239.wav,十 一 五 期 间 我 国 累 计 境 外 投 资 七 千 亿 美 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0240.wav,年 均 增 速 百 分 之 七 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0242.wav,单 项 投 资 规 模 日 益 增 大 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0243.wav,几 个 亿 美 元 的 项 目 不 断 出 现 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0244.wav,规 划 对 十 二 五 的 投 资 规 模 未 做 预 测 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0245.wav,但 在 鼓 励 企 业 走 出 去 方 面 释 出 多 个 信 号 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0246.wav,鼓 励 传 统 纺 织 家 电 汽 车 等 一 般 制 造 业 外 移 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0247.wav,鼓 励 商 业 银 行 去 境 外 开 设 分 支 机 构 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0248.wav,政 府 将 完 善 境 外 投 资 统 计 制 度 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0249.wav,实 行 全 口 径 统 计 和 动 态 监 测 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0250.wav,确 保 境 外 企 业 和 人 员 安 全 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0251.wav,但 目 前 还 存 在 服 务 架 构 不 完 善 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0252.wav,缺 乏 对 外 投 资 长 远 规 划 等 问 题 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0253.wav,可 控 是 病 毒 武 器 最 基 本 的 要 求 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0254.wav,它 必 须 尽 量 做 到 只 针 对 敌 对 国 家 的 计 算 机 和 网 络 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0255.wav,不 能 波 及 和 影 响 其 他 无 关 国 家 甚 至 本 国 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0256.wav,具 有 精 确 的 目 标 定 位 和 识 别 能 力 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0257.wav,一 旦 战 事 结 束 或 出 于 特 殊 需 要 可 以 实 现 自 毁 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0258.wav,病 毒 武 器 的 传 染 性 超 强 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0259.wav,它 可 以 跨 硬 件 平 台 传 染 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0260.wav,除 了 普 通 计 算 机 以 外 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0261.wav,病 毒 武 器 的 隐 蔽 性 极 佳 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0262.wav,可 以 实 现 在 敌 国 网 络 中 的 长 期 潜 伏 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0263.wav,是 威 力 巨 大 的 定 时 炸 弹 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0264.wav,用 电 脑 进 行 战 争 比 用 核 武 器 还 有 效 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0265.wav,核 武 器 并 不 能 征 服 类 似 美 国 这 样 的 国 家 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0266.wav,利 用 电 脑 病 毒 却 可 以 在 一 秒 钟 内 从 银 行 盗 走 过 亿 美 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0267.wav,足 够 使 美 国 失 去 战 争 基 础 因 此 彻 底 失 败 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0268.wav,但 是 病 毒 武 器 的 出 现 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0269.wav,预 示 着 未 来 战 争 模 样 将 完 全 改 变 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0270.wav,病 毒 武 器 被 认 为 是 目 前 最 具 有 代 表 性 的 网 络 武 器 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0271.wav,美 国 芯 片 行 业 兴 起 并 购 热 潮 搜 狐 科 技 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0272.wav,反 映 了 芯 片 行 业 出 现 整 合 热 潮 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0273.wav,英 特 尔 是 世 界 头 号 芯 片 制 造 商 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0274.wav,此 次 以 一 百 六 十 七 亿 美 元 收 购 拓 朗 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0275.wav,将 创 下 该 公 司 成 立 四 七 年 来 最 大 收 购 交 易 的 记 录 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0276.wav,正 在 寻 求 扩 大 移 动 市 场 份 额 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0277.wav,拓 朗 的 主 打 产 品 是 现 场 可 编 程 门 阵 列 芯 片 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0278.wav,可 供 客 户 为 特 定 任 务 重 新 编 程 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0279.wav,应 用 于 汽 车 医 疗 等 行 业 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0280.wav,英 特 尔 首 席 执 行 官 布 赖 恩 克 尔 扎 尼 奇 在 一 份 声 明 中 说 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0281.wav,合 并 拓 朗 之 后 将 推 出 新 的 产 品 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0282.wav,满 足 数 据 中 心 和 物 联 网 细 分 市 场 的 用 户 需 求 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0283.wav,形 成 高 度 定 制 化 的 集 成 产 品 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0284.wav,微 芯 片 科 技 公 司 表 示 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0285.wav,两 家 公 司 是 联 网 汽 车 的 主 要 芯 片 供 应 商 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0287.wav,今 年 芯 片 行 业 并 购 交 易 额 在 八 百 亿 美 元 以 上 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0288.wav,半 导 体 行 业 的 大 公 司 正 在 寻 求 通 过 并 购 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0289.wav,扩 大 它 们 在 新 的 芯 片 市 场 的 份 额 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0290.wav,随 着 个 人 计 算 机 芯 片 的 需 求 放 慢 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0291.wav,英 特 尔 需 要 找 到 新 的 增 长 点 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0292.wav,高 德 纳 咨 询 公 司 分 析 师 马 克 黄 说 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0293.wav,如 今 则 猛 增 到 一 两 亿 美 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0294.wav,解 决 小 小 芯 片 上 的 连 线 和 物 理 问 题 需 要 大 量 昂 贵 设 备 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0295.wav,芯 片 行 业 的 并 购 风 体 现 了 整 个 科 技 行 业 的 一 种 趋 势 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0296.wav,即 一 些 财 大 气 粗 的 科 技 公 司 自 己 不 创 新 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0297.wav,而 是 寻 求 收 购 规 模 较 小 更 为 灵 活 的 公 司 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0298.wav,反 映 了 芯 片 行 业 出 现 整 合 热 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0299.wav,因 为 难 以 忍 受 股 价 长 期 被 低 估 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0300.wav,中 国 游 戏 公 司 纷 纷 忙 着 退 市 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0301.wav,巨 人 网 络 盛 大 游 戏 以 及 完 美 世 界 均 已 选 择 了 私 有 化 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0302.wav,是 这 类 公 司 在 美 国 市 场 估 值 长 期 受 低 估 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0303.wav,北 京 商 报 讯 记 者 王 晔 君 日 前 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0304.wav,裁 员 二 千 人 是 由 于 销 售 模 式 发 生 改 变 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0305.wav,公 司 已 将 原 有 的 直 销 模 式 改 为 经 销 模 式 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0306.wav,因 此 需 要 的 人 员 大 幅 下 降 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0307.wav,由 于 去 年 底 制 定 的 销 售 战 略 是 直 销 模 式 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0308.wav,所 以 今 年 上 半 年 公 司 在 全 国 各 地 的 员 工 人 数 大 幅 增 加 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0309.wav,由 于 近 期 销 售 模 式 的 调 整 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0310.wav,即 由 直 销 模 式 转 变 为 经 销 模 式 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0311.wav,公 司 将 更 多 地 依 靠 经 销 商 进 行 销 售 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0312.wav,正 是 由 于 销 售 模 式 的 改 变 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0313.wav,汉 能 直 接 销 售 人 员 大 幅 度 减 少 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0314.wav,汉 能 发 布 中 期 财 报 披 露 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0315.wav,上 半 年 营 业 收 入 二 十 一 点 零 八 亿 港 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0316.wav,同 比 减 少 百 分 之 三 十 四 毛 利 十 四 点 六 一 亿 港 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0317.wav,同 比 减 少 约 百 分 之 四 十 六 亏 损 额 为 五 百 九 十 三 二 万 港 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0318.wav,而 去 年 同 期 盈 利 十 六 点 七 六 亿 港 元 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0319.wav,是 自 二 零 一 一 年 借 壳 上 市 以 来 首 次 出 现 亏 损 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0320.wav,同 时 公 布 了 重 组 计 划 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0321.wav,撤 销 旗 下 高 端 产 业 集 团 和 产 品 开 发 集 团 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0322.wav,并 将 从 总 部 事 业 部 及 各 区 域 公 司 共 裁 员 二 千 人 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0323.wav,汉 能 曾 计 划 今 年 底 前 将 这 一 数 字 提 高 到 三 百 家 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0324.wav,汉 能 上 半 年 业 绩 出 现 大 幅 下 滑 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0325.wav,当 务 之 急 是 扭 转 业 绩 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0326.wav,而 由 直 销 模 式 改 为 经 销 模 式 
speech_asr_aishell_testsets/wav/test/S0764/BAC009S0764W0327.wav,可 以 缩 减 很 多 人 力 成 本 
